id,username,created at,,,lng,lat,text,,,,,,,,
1.51832E+18, 'MOHDATIFSHAMEEM', 'Sun Apr 24 20,22,28 +0000 2022',78.620388,29.120745, '@Muha____mmed 💠💠💠💠💠💠💠💠💠💠💠💠💠 💠                                                         💠💠 Follow @MOHDATIFSHAMEEM💠… https,//t.co/rmZVdqzWA3'},,,,,,,
1.51832E+18, 'vibhu21', 'Sun Apr 24 20,22,28 +0000 2022',77.713675,29.5363385," ""Sir it's 1",45 A.M next to my house there is a banquet hall name sakuntalam palace opposite district hospital. DJ is… https,"//t.co/BnsRJGlEir""}",,,,,,
1.51832E+18, 'Viveksh21020569', 'Sun Apr 24 20,22,50 +0000 2022',77.095086,28.6384895, '@nftvent Mind Stonehttps,//t.co/WQHKMt71NKhttps,//t.co/60KGqefrKM https,//t.co/6GNYRhFTOC'},,,,,
1.51832E+18, 'Tandelrince69', 'Sun Apr 24 20,22,54 +0000 2022',71.291372,22.4147125, '@NetflixIndia Mother, Murder, Justice, Medical, secret, truth, scam'},,
1.51832E+18, 'Ahadhogayi', 'Sun Apr 24 20,23,06 +0000 2022',72.3554985,30.8641075, 'forever is the placeWhere you and I were made'},,,,,,,,
1.51832E+18, 'Viveksh21020569', 'Sun Apr 24 20,23,27 +0000 2022',77.095086,28.6384895, '@NFTLuffy Power Stonehttps,//t.co/WQHKMt71NKhttps,//t.co/60KGqefrKM https,//t.co/iWydiIyFgU'},,,,,
1.51832E+18, 'Chandudgr8', 'Sun Apr 24 20,23,44 +0000 2022',77.4044755,23.272495, '100% agree, @IndiGo6E has set itself far apart'},,,,,,,
1.51832E+18, 'DeadManWalkin_g', 'Sun Apr 24 20,24,23 +0000 2022',77.095086,28.6384895, '@PaddyVaidy initially gets awkward but choosing the place wisely helps...good muzik is a bonus'},,,,,,,,
1.51832E+18, 'ukiboiii', 'Sun Apr 24 20,24,23 +0000 2022',77.095086,28.6384895, 'Thank you for the small things you do. ❤️'},,,,,,,,
1.51833E+18, 'musmanmalik', 'Sun Apr 24 20,24,29 +0000 2022',72.3554985,30.8641075, '@sajjadkhanjee @KhalidHusainTaj @realrazidada @GFarooqi @fawadchaudhry @HassanAyub82 @FaisalJavedKhan @Marriyum_A… https,//t.co/3Z99O7Evvd'},,,,,,,
1.51833E+18, 'Tandelrince69', 'Sun Apr 24 20,24,32 +0000 2022',71.291372,22.4147125, '@NetflixIndia Mother, Murder, Justice, Medical, secret, truth, scam, mad, accident'}
1.51833E+18, 'shahidkaleemrao', 'Sun Apr 24 20,24,35 +0000 2022',72.3554985,30.8641075, 'Lovely dear 💓 🌹 @Sayra_yousaf Adorable Look https,//t.co/o7TlMdmp39'},,,,,,,
1.51833E+18, 'aiyshabbasmirza', 'Sun Apr 24 20,24,41 +0000 2022',72.3554985,30.8641075, 'No one invalidates your health issues like the people you work with.'},,,,,,,,
1.51833E+18, 'Kat_temoori', 'Sun Apr 24 20,24,43 +0000 2022',72.3554985,30.8641075, 'Thank u man for exposing all mafias'},,,,,,,,
1.51833E+18, 'AzharAhmadChug1', 'Sun Apr 24 20,24,45 +0000 2022',72.3554985,30.8641075, '@OryaMaqboolJan Lanat ho in per.'},,,,,,,,
1.51833E+18, 'Viveksh21020569', 'Sun Apr 24 20,24,59 +0000 2022',77.095086,28.6384895, '@thetitanborn Space StoneI wanna sell these stonesHow should I promote themhttps,//t.co/WQHKMt71NK… https,//t.co/vdqtRMv5zr'},,,,,,
1.51833E+18, 'Abhinav62911414', 'Sun Apr 24 20,25,11 +0000 2022',80.8675545,27.1397585," ""@myogiadityanath @BorisJohnson @UPPCLLKO it's my request to concerned officials that if you are unable to provide… https","//t.co/30DbWvgwV0""}",,,,,,,
1.51833E+18, 'drshahidikram', 'Sun Apr 24 20,25,23 +0000 2022',72.3554985,30.8641075, 'QUIT DRUGS TODAY, FOREVERWE WILL HELP YOUCall 0340 5854931#MarchAgainstImportedGovt https,//t.co/lJH1znOUAk'},,,,,,
1.51833E+18, 'RafiUllahBajwa1', 'Sun Apr 24 20,25,25 +0000 2022',72.3554985,30.8641075, 'Shame @HamidMirPAK'},,,,,,,,
1.51833E+18, 'dipak_raja', 'Sun Apr 24 20,25,38 +0000 2022',77.095086,28.6384895," ""11-year-old girl raped by church pastor in Uttar Pradesh's Baghpat district", accused arrested," Police""}",,,,,,
1.51833E+18, 'SonuSin45286309', 'Sun Apr 24 20,25,50 +0000 2022',77.095086,28.6384895, '@CSK_Zealots @msdhoni Msd great man 🙏Great wicketkeeper batsman 🔥Great finisher 🥺🔥Great captain ☺️Greatest cric… https,//t.co/oMOAotDedJ'},,,,,,,
1.51833E+18, 'Shree57129987', 'Sun Apr 24 20,25,55 +0000 2022',78.8944625,21.0739985, '@ameyaabajaj Slept all day bro'},,,,,,,,
1.51833E+18, 'Viveksh21020569', 'Sun Apr 24 20,25,55 +0000 2022',77.095086,28.6384895, '@NftWhaw Time Stonehttps,//t.co/WQHKMt71NKhttps,//t.co/60KGqefrKM https,//t.co/LbWittSCD7'},,,,,
1.51833E+18, 'mensutr', 'Sun Apr 24 20,26,15 +0000 2022',76.974691,28.368525, '@ThePerilousGirl Ye to me hi hu'},,,,,,,,
